0.0     46236000     11570000     10315000     75760000     371094000     35132000     11414000     13230000     13669000     10897000     10854000     13966000     38767000     14597000     10053000     10126000     10282000     16538000     10333000     10105000     12452000     10105000     10309000     15006000     10144000     24018000     13007000     10031000     14648000     10532000     20031000     424594000     10544000     10731000     11860000     10529000     10092000     12496000     10298000     12455000     86879000     22315000     10339000     13684000     10939000     22729000     10233000     12954000     10185000     12235000     11600000     10376000     10971000     14960000     85882000     48529000     10100000     100961000     13000000     10306000     10346000     15627000     28869000     10804000     10673000     10048000     10255000     11830000     10056000     11945000     11283000     10184000     10269000     25656000     10509000     11671000     10194000     12209000     11415000     26484000     11578000     29195000     10153000     10028000     12721000     15321000     10797000     10071000     10185000     20342000     10337000     10915000     394567000     11550000     14318000     12863000     11017000     15909000     11142000     10236000
1.0     37305000     10015000     11522000     10429000     10193000     10598000     10404000     10442000     10409000     10157000     13350000     21606000     12439000     10168000     10435000     243059000     12774000     83639000     10482000     10007000     13499000     11287000     17460000     384906000     11128000     10203000     10601000     33758000     10060000     10595000     10899000     10352000     10454000     12759000     10565000     10647000     62323000     11628000     11695000     11348000     10163000     10201000     10261000     12837000     10055000     11929000     10892000     31486000     10031000     47929000     10083000     22167000     14193000     10063000     10091000     11450000     19444000     13014000     10498000     13027000     10177000     11261000     49737000     11229000     10659000     10091000     11327000     10123000     21414000     10239000     13008000     10347000     62394000     20017000     10074000     17393000     11672000     41818000     11803000     12424000     14384000     10785000     19401000     10038000     13955000     10833000     14839000     16050000     13614000     11874000     10727000     12367000     13203000     10068000     240404000     10199000     10120000     16297000     11487000     10413000
2.0     15678000     13381000     11218000     10159000     52362000     13135000     11397000     34491000     25027000     11000000     10190000     12896000     10176000     10235000     27424000     10819000     12609000     91485000     10440000     16681000     20614000     13364000     14022000     12981000     13919000     15209000     34107000     15361000     10183000     10360000     10882000     11802000     10232000     67462000     12100000     14455000     36498000     11112000     10072000     11519000     24658000     31030000     11239000     30298000     28071000     12292000     10108000     10491000     10209000     10244000     10046000     21197000     12318000     10228000     16607000     12452000     20096000     35089000     11542000     11303000     10218000     14541000     10868000     10946000     10113000     40643000     39214000     44985000     10083000     12251000     10080000     11226000     22606000     10744000     11284000     10089000     46859000     58413000     10236000     49370000     11159000     10129000     10066000     10927000     11977000     18963000     10731000     16860000     10284000     11237000     18956000     10890000     10059000     15951000     13960000     25860000     14476000     10516000     10070000     12336000
3.0     60922000     13333000     14773000     11895000     11369000     10035000     10961000     10997000     10118000     29146000     10128000     10282000     10109000     13437000     63915000     10637000     10329000     10060000     12179000     10267000     10592000     10117000     15506000     26248000     10830000     15555000     10129000     10244000     21045000     12077000     12339000     11033000     11333000     51874000     11390000     10217000     10099000     13061000     10116000     11272000     112317000     13287000     11563000     54621000     10150000     11293000     11175000     10389000     10002000     10394000     10275000     10347000     12175000     42103000     12148000     12109000     26595000     10074000     13877000     10788000     10208000     10565000     12001000     26195000     13182000     58474000     13648000     10563000     10492000     11689000     11565000     12383000     10776000     12111000     10031000     10218000     14765000     10787000     10179000     10510000     10020000     24884000     10031000     10509000     10383000     10612000     13087000     10077000     10047000     10294000     11617000     1264632000     74339000     10936000     27833000     15047000     10585000     13139000     11024000     10364000
4.0     3036870000     38085000     10655000     22981000     10022000     10073000     21161000     11548000     10123000     10113000     11206000     10192000     10100000     26863000     12112000     13855000     10398000     11497000     12413000     13578000     10066000     11748000     10140000     10582000     30511000     10123000     10149000     10034000     10037000     11589000     10890000     10045000     11092000     35139000     10007000     12170000     34847000     14194000     10098000     10086000     21030000     10122000     14986000     10003000     10200000     10015000     11737000     13108000     11355000     72251000     10236000     11113000     10625000     11017000     10009000     10551000     23053000     238887000     26147000     10333000     10438000     10339000     10495000     44559000     13344000     10006000     11867000     10253000     10469000     36292000     11376000     10034000     49955000     10871000     22597000     10164000     10089000     10024000     10050000     10033000     11930000     10165000     11124000     10192000     12133000     15909000     11688000     10925000     11907000     10902000     10172000     27401000     66033000     10365000     14852000     10160000     27289000     11133000     1014985000     15216000
5.0     16355000     10237000     10832000     10288000     16895000     14417000     10149000     10039000     16545000     22010000     11222000     26789000     23027000     10348000     10138000     10360000     10792000     82783000     10108000     12282000     10004000     11647000     10854000     11792000     10000000     10008000     11966000     10029000     10082000     10090000     42231000     12645000     73188000     92705000     10323000     10201000     14645000     16677000     11435000     10385000     32895000     61176000     13655000     2059339000     11486000     422569000     10753000     10823000     12692000     10301000     10085000     11334000     10075000     20902000     15198000     10283000     26827000     10049000     12193000     12034000     45342000     10066000     14505000     34591000     20830000     10255000     11159000     17361000     10209000     15237000     10401000     10046000     10052000     10071000     11976000     11428000     12682000     10013000     22870000     79959000     13720000     13827000     10039000     18070000     12755000     29219000     12131000     10755000     10064000     12797000     10209000     34350000     11615000     10248000     38023000     11240000     10116000     10271000     10863000     10126000
6.0     10080000     10471000     11096000     10110000     94010000     14382000     11457000     12078000     10252000     12170000     10530000     15926000     15805000     11378000     12899000     10950000     11214000     11311000     10131000     10123000     10282000     10082000     12710000     11941000     10063000     10005000     11066000     10994000     10094000     10057000     10700000     29508000     10294000     10299000     16966000     10230000     11045000     40355000     10479000     10034000     12355000     10673000     10331000     12015000     92684000     14059000     11895000     14386000     12100000     16758000     11251000     10948000     11393000     20870000     12302000     10031000     10034000     10081000     10181000     10023000     28053000     11920000     10109000     10049000     12498000     10638000     10097000     13268000     15126000     18627000     28347000     13396000     10477000     13019000     10949000     13575000     18338000     11056000     11211000     29634000     10559000     11675000     10021000     10828000     44908000     15419000     50856000     10717000     10074000     11098000     10258000     13637000     10103000     10713000     10294000     13014000     10007000     19859000     10200000     10552000
7.0     14902000     43127000     10240000     11426000     10045000     11474000     12694000     10163000     10280000     10425000     11273000     10197000     47939000     11187000     11460000     13641000     13532000     12751000     10114000     10115000     10017000     101916000     10667000     10038000     10112000     30215000     10313000     22281000     30728000     11512000     21084000     22456000     37635000     12127000     14661000     14397000     16579000     11193000     13463000     10111000     10048000     12725000     10202000     12251000     11002000     10123000     12856000     12147000     10029000     10999000     11868000     28292000     30429000     10061000     15019000     11055000     10929000     10134000     10032000     13718000     10314000     10129000     10058000     30067000     10212000     10180000     10258000     11312000     10219000     10415000     10193000     13040000     11615000     14144000     10315000     22890000     15550000     11203000     10128000     42895000     10277000     10468000     13055000     10350000     12619000     10475000     10034000     24760000     10141000     10909000     10130000     27420000     49747000     13852000     10552000     10130000     63778000     18047000     10135000     11206000
8.0     10014000     10473000     10117000     16420000     11178000     10573000     29840000     13711000     15983000     16210000     14145000     15436000     54278000     10407000     10055000     10404000     37426000     10983000     32816000     14194000     15063000     11531000     17096000     10972000     10904000     11004000     12083000     11658000     11708000     12492000     27048000     10512000     21408000     11264000     14860000     12729000     11862000     10122000     11070000     12280000     10063000     12134000     14821000     54056000     11065000     38666000     11620000     13580000     10017000     10060000     12370000     11316000     14070000     36019000     51482000     10083000     11645000     37821000     13777000     13223000     16597000     10383000     10021000     10144000     10601000     10533000     19851000     10250000     10542000     10101000     10035000     25863000     12984000     10608000     85391000     10715000     11218000     12742000     10300000     10730000     10127000     10724000     12093000     12313000     10830000     10175000     10240000     10276000     12732000     10310000     10026000     10633000     10022000     16869000     181053000     10220000     11014000     10324000     10126000     10132000
9.0     115006000     11515000     65130000     15209000     11546000     10509000     11470000     36232000     12711000     10384000     10385000     10407000     10565000     10062000     10080000     13014000     10064000     50128000     10092000     45530000     12355000     23226000     10212000     10751000     13508000     31345000     93880000     36994000     25612000     12467000     13963000     10568000     31474000     10093000     10241000     13906000     11758000     30408000     13813000     11659000     26288000     24090000     31066000     10112000     10058000     12684000     10020000     10278000     10024000     10430000     10161000     54553000     10535000     22983000     13137000     22876000     11657000     10079000     13232000     11802000     16760000     48921000     12613000     12541000     10194000     10111000     10647000     11212000     10038000     63538000     11724000     12341000     27026000     10269000     10165000     10232000     10328000     10844000     10113000     10666000     10863000     10129000     11421000     13306000     55864000     10225000     10271000     10067000     10996000     11699000     10263000     13857000     10773000     10010000     12306000     10896000     10180000     15423000     11796000     15802000
10.0     10028000     23936000     11411000     10642000     10585000     10471000     10143000     10294000     10366000     12101000     11828000     10507000     102337000     13140000     10495000     105504000     10990000     10549000     11327000     21213000     20171000     24360000     10225000     12378000     20941000     10838000     12147000     10110000     11119000     12340000     12196000     71589000     10245000     24361000     10198000     41606000     11236000     13357000     11350000     10053000     10507000     13066000     31979000     10137000     12538000     14068000     17091000     12778000     10106000     18924000     11937000     10120000     12694000     11564000     11256000     11861000     11807000     10282000     12088000     10014000     51519000     20310000     13768000     54043000     11165000     12586000     18448000     10009000     13972000     10451000     15105000     15358000     12646000     11780000     30221000     10029000     10259000     10275000     28328000     10040000     67539000     10107000     11955000     10675000     10176000     13819000     21990000     10102000     10075000     10119000     10682000     10015000     10017000     11534000     11791000     10886000     13598000     10346000     25419000     10079000
11.0     15060000     39788000     12933000     11159000     10921000     10323000     10089000     14722000     10704000     18966000     10129000     21755000     11512000     68223000     11143000     13909000     10206000     40949000     11190000     14061000     11544000     10344000     43063000     10450000     11077000     11351000     10714000     46308000     12823000     11398000     58532000     11054000     25375000     10062000     10090000     15218000     10019000     11230000     10784000     10740000     11625000     2082331000     10133000     10338000     11426000     11442000     12154000     12589000     11147000     12245000     10007000     14457000     16581000     34353000     10077000     33363000     10438000     10213000     11496000     14584000     51504000     13997000     10381000     18071000     10346000     10057000     10173000     10939000     10162000     10050000     17012000     11318000     10749000     12394000     11438000     10311000     10939000     12268000     11812000     10155000     11731000     11509000     30775000     30993000     10184000     13934000     15640000     10192000     12000000     299638000     10697000     10053000     16110000     13398000     10032000     10878000     47382000     11306000     10015000     17668000
12.0     16366000     12104000     10869000     10139000     10060000     14640000     10021000     10687000     86077000     10037000     10770000     10217000     11511000     10029000     10363000     10741000     10508000     19689000     11641000     10568000     10221000     12284000     10770000     12533000     12681000     48077000     15748000     14793000     18836000     14203000     10331000     10923000     10017000     10136000     22517000     10009000     10482000     10300000     12935000     11953000     11676000     10034000     10432000     10827000     10562000     11844000     11147000     10063000     11431000     86850000     10094000     10336000     12211000     10840000     11902000     39624000     10284000     12512000     10061000     31227000     29781000     12550000     10743000     11148000     27968000     15448000     16020000     11478000     35228000     15516000     12386000     10293000     10964000     12878000     10036000     10534000     10143000     17417000     10032000     10443000     10032000     11330000     10614000     10307000     13789000     10856000     31370000     10094000     10176000     10303000     14355000     13700000     10043000     10561000     11846000     13217000     108820000     12358000     11074000     10362000
13.0     48346000     14150000     10099000     25188000     10068000     12052000     34121000     10423000     44824000     61635000     10458000     11340000     10812000     16237000     14935000     10465000     10996000     30642000     11841000     11930000     10387000     11963000     12000000     11789000     10482000     10944000     10935000     12684000     10031000     10182000     10054000     17151000     11016000     10743000     11720000     11065000     12499000     10226000     10709000     24146000     10192000     13197000     10980000     47725000     10499000     12991000     15494000     11563000     10025000     10020000     14683000     11114000     43958000     10391000     11061000     10020000     10046000     12320000     10864000     10231000     10612000     11871000     11067000     10110000     16375000     10016000     37607000     32081000     10131000     14693000     12600000     10014000     11177000     11687000     13944000     20397000     16563000     11179000     10068000     11699000     10173000     10030000     28635000     10351000     18346000     10089000     10103000     10794000     13030000     11398000     10537000     13681000     71259000     12788000     55197000     11959000     15835000     31871000     14564000     75116000
14.0     11613000     13749000     11586000     11417000     11443000     10226000     10625000     140374000     10389000     62881000     10194000     16587000     15126000     10062000     11638000     10042000     11735000     10049000     10016000     10180000     247523000     13225000     11920000     10963000     11012000     10050000     11372000     10609000     10032000     10179000     10134000     11468000     16950000     49285000     13526000     11646000     19974000     11527000     11202000     15649000     10016000     11233000     10015000     14297000     17782000     10024000     44907000     13970000     12927000     37689000     11152000     464802000     85232000     14426000     10776000     12906000     10103000     10008000     17182000     10029000     10022000     10090000     10050000     10089000     36327000     10018000     11660000     11583000     10163000     10746000     43998000     10065000     10864000     10492000     10465000     15815000     12090000     11464000     10076000     10280000     10950000     10534000     10402000     11154000     10745000     14165000     71967000     11664000     18597000     44250000     11623000     22918000     10325000     10766000     10191000     10661000     13350000     11132000     10012000     10599000
15.0     15902000     27251000     21319000     70640000     31471000     10884000     13729000     10677000     10100000     19076000     10011000     10193000     10481000     13674000     10024000     11694000     11439000     10780000     10803000     15105000     13248000     98841000     13287000     12658000     11455000     11200000     10661000     10294000     22280000     15906000     10921000     10033000     13031000     10034000     12721000     10231000     10617000     10375000     12781000     12038000     10281000     11789000     14454000     12966000     11652000     12114000     11310000     17054000     10968000     11912000     10141000     11131000     10197000     40449000     10277000     10417000     10183000     11506000     17793000     12038000     10099000     11537000     10130000     10005000     10172000     10001000     56606000     10753000     13654000     11510000     10174000     12815000     10031000     10004000     10071000     29777000     17863000     11544000     27995000     10345000     11332000     23024000     74030000     10015000     11146000     12528000     37140000     10016000     33959000     12538000     31116000     10261000     11475000     10578000     19378000     45680000     12401000     10669000     62004000     11245000
16.0     233692000     10412000     10528000     12243000     10027000     33464000     12691000     14873000     10080000     16698000     18614000     15426000     10014000     10224000     10446000     12161000     11136000     10017000     14730000     15992000     10944000     12087000     66669000     64988000     16527000     11952000     37936000     11220000     12174000     27194000     17151000     10949000     18202000     25188000     10571000     97773000     11938000     10301000     265551000     10083000     29768000     201895000     100526000     10131000     21288000     10009000     30386000     12135000     13445000     11596000     10001000     10122000     11131000     10361000     10187000     12168000     23895000     10013000     13648000     10906000     10164000     12102000     10166000     11949000     38923000     13762000     12804000     13818000     11020000     12088000     10323000     10247000     10005000     10671000     10030000     104825000     14019000     10490000     13415000     196999000     10696000     18289000     58987000     14619000     11006000     14184000     10047000     13931000     12052000     12165000     10633000     12031000     11277000     11927000     19453000     11937000     12405000     11914000     21658000     12116000
17.0     33031000     17235000     14235000     12367000     10140000     14090000     13558000     10031000     10915000     47653000     10073000     15803000     10421000     44788000     10384000     25539000     13629000     10045000     22762000     11610000     15050000     15546000     10553000     47590000     11927000     11526000     11104000     11320000     13771000     13794000     10597000     11587000     10199000     12139000     11831000     20094000     44295000     48073000     11165000     17704000     11273000     10098000     13484000     13905000     34061000     11809000     10102000     10182000     47555000     28159000     10028000     11500000     11780000     12463000     10126000     10912000     10001000     10337000     54655000     10001000     10966000     13940000     10432000     12827000     11089000     14127000     14026000     23704000     10572000     10183000     10183000     10005000     10427000     11121000     10466000     11634000     12737000     10149000     10126000     48426000     11870000     10019000     60126000     37377000     10131000     32733000     13789000     13751000     51889000     17121000     10983000     11448000     10780000     21678000     14829000     10129000     15982000     10258000     11355000     10108000
