#id     mean     max     min     std     50th     95th     25th     50th     75th     90th     95th     99th     100th
Client1     47559300.0     3036870000     10001000     235233270.7161057     12007000.0     97921350.0     10510250.0     12007000.0     16691000.0     46421300.00000003     97921350.0     1216937739.9999974     3036870000.0
Client2     23393090.0     543029000     10003000     41627431.87821263     12155500.0     62260350.00000001     10576250.0     12155500.0     18246000.0     44011400.00000002     62260350.00000001     197294959.99999997     543029000.0
Client3     21040483.333333332     1261248000     10000000     75538052.98326835     10746500.0     41859750.00000001     10158250.0     10746500.0     13934500.0     24478900.00000003     41859750.00000001     107555519.99999928     1261248000.0
Client4     30655766.666666668     1605485000     10000000     109881468.75510396     11854500.0     80866950.00000003     10575000.0     11854500.0     15547250.0     42695300.000000015     80866950.00000003     237592199.99999893     1605485000.0
Client5     26633186.666666668     786765000     10000000     63748434.89722047     11923000.0     80614850.0000001     10534500.0     11923000.0     16866500.0     39698400.0     80614850.0000001     262821659.99999902     786765000.0
Client6     28902020.0     1308821000     10005000     87727451.3144333     12332000.0     68418300.00000003     10565750.0     12332000.0     21375000.0     47494800.000000015     68418300.00000003     240456949.9999992     1308821000.0
Client7     27569666.666666668     1406103000     10000000     87256114.19185603     11890000.0     64246650.00000004     10658750.0     11890000.0     16793500.0     42847500.000000015     64246650.00000004     201481349.99999985     1406103000.0
Client8     23737706.666666668     919974000     10012000     77425998.440967     10977000.0     39669200.0     10237750.0     10977000.0     13452250.0     25606300.00000001     39669200.0     292914309.9999987     919974000.0
Client9     17736236.666666668     198450000     10001000     20077697.5458008     11616500.0     55005550.0     10295250.0     11616500.0     15690000.0     24996400.0     55005550.0     86578929.99999955     198450000.0
Client10     19981480.0     669588000     10009000     42272512.40947952     11483500.0     49447250.00000001     10358250.0     11483500.0     15834000.0     29814600.000000007     49447250.00000001     152194369.9999998     669588000.0
Client11     23422383.333333332     2443688000     10002000     140823472.7232279     10853000.0     34267600.00000004     10205000.0     10853000.0     13029750.0     24422100.000000007     34267600.00000004     79480059.99999921     2443688000.0
Client12     22095496.666666668     1496532000     10001000     87835165.86426716     11353500.0     35823850.00000006     10246500.0     11353500.0     15824000.0     26632400.000000007     35823850.00000006     162039659.99999994     1496532000.0
Client13     21246513.333333332     521228000     10006000     40014219.83357695     11626000.0     50241750.00000003     10421000.0     11626000.0     14519500.0     35136700.000000015     50241750.00000003     198315679.99999997     521228000.0
Client14     21322933.333333332     788344000     10000000     47693777.363952026     12138000.0     59311150.000000045     10618500.0     12138000.0     16210000.0     35617700.00000001     59311150.000000045     106603799.99999997     788344000.0
Client15     16127780.0     143094000     10000000     14684155.517141597     11543000.0     47427050.00000003     10149250.0     11543000.0     13743000.0     27430000.000000004     47427050.00000003     70888789.99999973     143094000.0
Client16     33061966.666666668     2161442000     10000000     149760107.85263285     11962500.0     64868500.000000104     10550500.0     11962500.0     14844250.0     37131900.0     64868500.000000104     287144359.99999964     2161442000.0
Client17     15259306.666666666     180053000     10000000     14080867.116503239     10880000.0     36049450.000000015     10195750.0     10880000.0     13556250.0     22757900.00000001     36049450.000000015     63827499.99999998     180053000.0
Client18     25545710.0     1669067000     10000000     97835451.16571616     11893500.0     71232050.00000001     10415000.0     11893500.0     16402250.0     39884300.00000003     71232050.00000001     158772389.9999999     1669067000.0
Client19     15738093.333333334     347562000     10007000     22108388.552718073     10874500.0     31887850.00000001     10201500.0     10874500.0     13393000.0     23787500.00000002     31887850.00000001     57747509.99999988     347562000.0
Client20     19124503.333333332     613712000     10000000     38838518.65270682     10944000.0     47942150.0     10211750.0     10944000.0     15491750.0     29499900.000000004     47942150.0     98039819.99999927     613712000.0
