#id     mean     max     min     std     50th     95th     25th     50th     75th     90th     95th     99th     100th
Client1     26071633.333333332     71117000     20118000     7964222.562951279     23461000.0     40172299.999999985     21957250.0     23461000.0     26034250.0     30711600.000000015     40172299.999999985     61568570.000000015     71117000.0
Client2     23622525.0     41192000     20301000     2719849.73225391     22968000.0     28140050.0     22052500.0     22968000.0     24291500.0     27192200.0     28140050.0     32029360.000000007     41192000.0
Client3     25546616.666666668     104647000     20055000     9406132.433314744     23128500.0     40021050.0     21853250.0     23128500.0     25077000.0     31657800.000000004     40021050.0     58846070.00000003     104647000.0
Client4     25774833.333333332     121208000     20035000     12077747.258445548     23478000.0     36069300.0     21853000.0     23478000.0     24870750.0     27442000.0     36069300.0     90023980.00000009     121208000.0
Client5     22079500.0     28955000     20043000     1642314.9058569735     21544000.0     25381949.999999996     21033750.0     21544000.0     22540500.0     23749400.0     25381949.999999996     28288700.0     28955000.0
Client6     25574200.0     53792000     20205000     5481401.333296685     23596000.0     38510000.0     22235750.0     23596000.0     26751000.0     33340100.000000004     38510000.0     42995630.00000001     53792000.0
Client7     22112941.666666668     32791000     20094000     1993527.1099897008     21591500.0     26203650.0     20864750.0     21591500.0     22483250.0     24369700.0     26203650.0     31094830.000000015     32791000.0
Client8     21703441.666666668     26230000     20207000     1246081.296142921     21392000.0     24793550.0     20816500.0     21392000.0     22061000.0     23457800.0     24793550.0     25679030.0     26230000.0
Client9     23604208.333333332     39529000     19966000     3019671.292530125     23038500.0     28140599.999999996     21773500.0     23038500.0     24064250.0     26310400.0     28140599.999999996     37484580.0     39529000.0
Client10     22126416.666666668     33312000     20300000     1977578.412197324     21647500.0     25049950.0     20933000.0     21647500.0     22562500.0     23828600.0     25049950.0     31015780.000000004     33312000.0
Client11     25611441.666666668     76344000     20103000     7874337.11156674     22837000.0     40190249.99999999     21639000.0     22837000.0     25283750.0     33047200.000000007     40190249.99999999     59879500.00000004     76344000.0
Client12     22235108.333333332     42992000     20233000     2422675.159803839     21619000.0     25498900.0     21103000.0     21619000.0     22664000.0     24095500.0     25498900.0     28380740.000000007     42992000.0
Client13     22971025.0     36072000     20126000     2299493.6017251713     22656500.0     26374899.999999996     21533750.0     22656500.0     23602500.0     25518400.0     26374899.999999996     30458390.000000004     36072000.0
Client14     25083708.333333332     68995000     20013000     7637594.373007592     23138500.0     34391099.999999985     21728000.0     23138500.0     24768250.0     30205100.0     34391099.999999985     67487970.00000001     68995000.0
Client15     22140216.666666668     29341000     20172000     1701988.0884000203     21658000.0     26651499.999999996     21115000.0     21658000.0     22477500.0     23819700.000000007     26651499.999999996     27483170.0     29341000.0
Client16     25448258.333333332     64696000     20106000     5994068.749599937     23775500.0     36737250.0     22096750.0     23775500.0     26007750.0     33602800.000000015     36737250.0     43044670.00000001     64696000.0
Client17     24183975.0     56944000     20236000     4208314.431896497     23285000.0     31516400.0     22101000.0     23285000.0     24679250.0     27521400.0     31516400.0     35982800.00000001     56944000.0
Client18     22024425.0     27072000     20407000     1423693.4048599321     21577500.0     24898000.0     21012000.0     21577500.0     22663500.0     23790500.000000004     24898000.0     26650220.0     27072000.0
Client19     26166166.666666668     53889000     19154000     6337909.045751779     24079500.0     39790950.0     22480250.0     24079500.0     26445250.0     37167200.00000001     39790950.0     47947100.0     53889000.0
Client20     23496183.333333332     42713000     20180000     3319842.8250529505     22636000.0     28058699.999999996     21627250.0     22636000.0     24135750.0     25972900.000000004     28058699.999999996     40277320.000000015     42713000.0
Client21     22046433.333333332     29453000     19994000     1769002.61321332     21490000.0     25457349.999999996     20995250.0     21490000.0     22519000.0     24009300.0     25457349.999999996     29237560.0     29453000.0
Client22     21882700.0     32140000     20073000     1566292.398202413     21545000.0     24502350.0     20978750.0     21545000.0     22302000.0     23440400.0     24502350.0     27799040.000000004     32140000.0
Client23     24009725.0     42086000     19370000     3204608.8033812074     23566500.0     28706000.0     22221750.0     23566500.0     24981500.0     26724200.000000004     28706000.0     38571240.000000015     42086000.0
Client24     24034350.0     71712000     19622000     5216401.589617757     23056000.0     28284700.0     21840750.0     23056000.0     24663750.0     26615300.0     28284700.0     36618250.0     71712000.0
Client25     24484416.666666668     60916000     19909000     4980865.519805657     23386000.0     32468149.999999996     21903000.0     23386000.0     25285750.0     26695400.000000007     32468149.999999996     43758910.000000015     60916000.0
Client26     24252066.666666668     79110000     20187000     6052031.0085862     23234500.0     28344200.0     22142500.0     23234500.0     24700750.0     25856200.0     28344200.0     47109440.00000003     79110000.0
Client27     24014191.666666668     47723000     19874000     4120689.2390631153     23290500.0     28111549.999999996     21846500.0     23290500.0     25047750.0     26119400.0     28111549.999999996     46107930.00000001     47723000.0
Client28     24020250.0     41775000     19610000     4155942.135966284     22828000.0     32851199.999999993     21487250.0     22828000.0     24811500.0     28614700.000000007     32851199.999999993     40269880.0     41775000.0
Client29     23824325.0     40340000     20176000     3355513.9451418864     22923000.0     29272299.99999999     21844250.0     22923000.0     24511750.0     26754200.0     29272299.99999999     37161420.0     40340000.0
Client30     22086741.666666668     32421000     20326000     1977845.3954401715     21446500.0     26381600.0     20911500.0     21446500.0     22519750.0     23890600.0     26381600.0     30542640.000000007     32421000.0
Client31     22152783.333333332     35667000     20109000     2247926.637976031     21623000.0     26290999.999999996     21022500.0     21623000.0     22363250.0     23708900.0     26290999.999999996     33592360.000000015     35667000.0
Client32     23680966.666666668     84318000     19780000     5935930.155885896     22877500.0     27808150.0     21678250.0     22877500.0     24194500.0     26099600.0     27808150.0     31090970.000000004     84318000.0
Client33     22048225.0     31138000     20396000     1595776.688964238     21534500.0     24818350.0     20975000.0     21534500.0     22686000.0     24184900.0     24818350.0     27049300.000000004     31138000.0
Client34     25670816.666666668     82052000     20113000     6906005.106648529     23999500.0     38077900.0     22418250.0     23999500.0     26298000.0     29859800.000000015     38077900.0     44702310.000000015     82052000.0
Client35     23314050.0     34942000     19899000     2613402.621902463     22696500.0     26538149.99999999     21742500.0     22696500.0     24311250.0     25796300.0     26538149.99999999     33141970.0     34942000.0
Client36     24754141.666666668     51283000     19954000     5786686.494727694     22973500.0     38383449.99999999     21608750.0     22973500.0     25138750.0     29553400.0     38383449.99999999     49031910.00000001     51283000.0
Client37     22476350.0     33702000     20214000     2541110.95668148     21533000.0     26602649.999999996     20963250.0     21533000.0     23200750.0     25290300.0     26602649.999999996     32820870.0     33702000.0
Client38     21972741.666666668     32464000     20135000     1780770.1166247958     21379000.0     25156450.0     20859000.0     21379000.0     22467750.0     23854800.0     25156450.0     28402400.000000007     32464000.0
Client39     25504875.0     53534000     19879000     6232642.443301369     23369500.0     41786250.0     22000500.0     23369500.0     25920250.0     32418800.000000004     41786250.0     48156920.00000001     53534000.0
Client40     24037266.666666668     31199000     20138000     2322504.7568423958     23670000.0     28203150.0     22200500.0     23670000.0     25472000.0     27134100.0     28203150.0     30789560.000000004     31199000.0
Client41     27323933.333333332     115963000     20031000     10765989.771601226     24705500.0     42269749.999999985     22446000.0     24705500.0     27614500.0     34515700.00000002     42269749.999999985     62868390.00000002     115963000.0
Client42     21930250.0     28312000     20293000     1414283.2121490613     21494000.0     24905600.0     20945250.0     21494000.0     22477500.0     24085000.0     24905600.0     25821420.0     28312000.0
Client43     25553216.666666668     53272000     20283000     6153126.984419295     23507000.0     39511599.99999999     22059000.0     23507000.0     25689750.0     33588100.00000003     39511599.99999999     45563740.0     53272000.0
Client44     23414908.333333332     37362000     20423000     2327329.120099667     23052000.0     27155950.0     21862000.0     23052000.0     24401250.0     25832000.0     27155950.0     31101400.000000004     37362000.0
Client45     22318825.0     33025000     20308000     2225804.0594449607     21693500.0     26300050.0     20967000.0     21693500.0     22610500.0     24989800.0     26300050.0     31461330.0     33025000.0
Client46     22362783.333333332     40985000     20121000     2652082.7512960867     21562000.0     25989599.999999996     20910500.0     21562000.0     22851500.0     24787300.000000004     25989599.999999996     33281540.000000007     40985000.0
Client47     24362391.666666668     57580000     20102000     4670901.068130633     23024500.0     33608100.0     21881000.0     23024500.0     25120500.0     28844200.0     33608100.0     39899730.000000015     57580000.0
Client48     25945608.333333332     67125000     19967000     7511791.991369119     23852500.0     43004399.99999999     22145250.0     23852500.0     25982500.0     32230100.0     43004399.99999999     54644630.0     67125000.0
Client49     23218866.666666668     61494000     19968000     4327135.308980089     22494000.0     26693899.999999996     21104000.0     22494000.0     24185000.0     25734000.0     26693899.999999996     38209410.00000003     61494000.0
Client50     24111708.333333332     45671000     20133000     3403698.4281705325     23695000.0     28909650.0     21812750.0     23695000.0     25355000.0     27524400.000000004     28909650.0     35523360.0     45671000.0
