0.0     23124000     29186000     22362000     21642000     21293000     33665000     20094000     20767000     23362000     21036000     21222000     21288000     21605000     24550000     20848000     21715000     56944000     24237000     20723000     25063000     20745000     20593000     24415000     26771000     21278000     79110000     21071000     20957000     22227000     25359000     20109000     24434000     21084000     21272000     32302000     20802000     21192000     21221000     25739000     27180000     21458000     20370000     24876000     21938000     20998000     20758000     23830000     20964000     20544000     20512000
1.0     23149000     22283000     26046000     27242000     21040000     21610000     21869000     21256000     22132000     21086000     24016000     21663000     24131000     21965000     20634000     21255000     23490000     21552000     20784000     20475000     21349000     20922000     22044000     20609000     22087000     22483000     23222000     24794000     21119000     20498000     20516000     20903000     21434000     22397000     20593000     21167000     30848000     20731000     22511000     20907000     22624000     22658000     22067000     20640000     20609000     21084000     21741000     25260000     23344000     20311000
2.0     24224000     23735000     22532000     21734000     21681000     22298000     20828000     20877000     23728000     20871000     20391000     20606000     21577000     21484000     20935000     23382000     21209000     20829000     20712000     20219000     22981000     20874000     22463000     22123000     22115000     49280000     20232000     25585000     23747000     20817000     21041000     21905000     20607000     25524000     22347000     22179000     21311000     24661000     20646000     25360000     28510000     20614000     30573000     23083000     20908000     20800000     24141000     22134000     20656000     20337000
3.0     21946000     22455000     40747000     21883000     28492000     27135000     24702000     24958000     28096000     20682000     23485000     22607000     20615000     68920000     22959000     24034000     36435000     27072000     23557000     23492000     23515000     32140000     22853000     21381000     25486000     20649000     23224000     20298000     32477000     20760000     27893000     24300000     31138000     38589000     30267000     22311000     23092000     20749000     23590000     27426000     26984000     25593000     24848000     24072000     20421000     22379000     27165000     23894000     22703000     27958000
4.0     21321000     22348000     21398000     22437000     20818000     20798000     21014000     22798000     23589000     20851000     23462000     20327000     22661000     24498000     21739000     20106000     24782000     20632000     22920000     22689000     26281000     22418000     24368000     22159000     24919000     22228000     21899000     22948000     22945000     28320000     21642000     26894000     20938000     22407000     23190000     20476000     25267000     21349000     21370000     21309000     27622000     22348000     25887000     22981000     21473000     20657000     33629000     23401000     20619000     21191000
5.0     21145000     22122000     24159000     24449000     20896000     20842000     22114000     22168000     23427000     28318000     22821000     25870000     29656000     23764000     22155000     28006000     21188000     21015000     29254000     20496000     29453000     21101000     24781000     23406000     21277000     21885000     20353000     23707000     24248000     26375000     21847000     27184000     20748000     23583000     24285000     26348000     26141000     28771000     22483000     27129000     21409000     22767000     21445000     24042000     23257000     26933000     28825000     22253000     20974000     20945000
6.0     20310000     22056000     24156000     23489000     21673000     34690000     22174000     21854000     22278000     21787000     24956000     21387000     21570000     20862000     22348000     20603000     23958000     22170000     21214000     21066000     24237000     21908000     20562000     23805000     20642000     21784000     22987000     26479000     21573000     23119000     34895000     24632000     20902000     21424000     21783000     22535000     21205000     26831000     23396000     22089000     21815000     21433000     26861000     22505000     22137000     23269000     22326000     22093000     21041000     25035000
7.0     27631000     23000000     22706000     22145000     20978000     53792000     20840000     20564000     21462000     20969000     22732000     20741000     21656000     25838000     20997000     22232000     22476000     23695000     26022000     20438000     21082000     21196000     23019000     23863000     21053000     22203000     23767000     23175000     24313000     20366000     23707000     22314000     20507000     22652000     24069000     22347000     21966000     20723000     53534000     26899000     24227000     21084000     22853000     23363000     20571000     20534000     22922000     22437000     21906000     22182000
8.0     25279000     21435000     31755000     29582000     22818000     24951000     21660000     20825000     23974000     20391000     21017000     22133000     23391000     25830000     23490000     43673000     22627000     21893000     40219000     23268000     21935000     21298000     21200000     20906000     23363000     25621000     21312000     27241000     21013000     23968000     21413000     21373000     24806000     40773000     20747000     25900000     20377000     21704000     23087000     22234000     23704000     21983000     20543000     25093000     22464000     20928000     33607000     25088000     22369000     22592000
9.0     23017000     22842000     23655000     24288000     25093000     20909000     21267000     24804000     19966000     22221000     21695000     23224000     20701000     24157000     21042000     40366000     21950000     22940000     20600000     21244000     21100000     24756000     25156000     21586000     23911000     28292000     22893000     23341000     21719000     20659000     22012000     24026000     24519000     27264000     23290000     24631000     21098000     21407000     21016000     25463000     36772000     28312000     21866000     23409000     21068000     25385000     22598000     23350000     22675000     24528000
