#id     mean     max     min     std     50th     95th     25th     50th     75th     90th     95th     99th     100th
Client1     22574590.717299577     68255000     19953000     4678786.589107449     21196000.0     28674999.99999999     20746000.0     21196000.0     22371000.0     25165600.000000004     28674999.99999999     42403479.99999996     68255000.0
Client2     22077130.801687762     39768000     19802000     2784120.771109434     21354000.0     26919799.999999985     20778000.0     21354000.0     22148000.0     24232800.0     26919799.999999985     34873559.99999998     39768000.0
Client3     25663172.99578059     73322000     18554000     6989654.259423351     23694000.0     35557200.0     21936000.0     23694000.0     26506000.0     32187200.0     35557200.0     60229239.99999989     73322000.0
Client4     22326227.848101266     56076000     18544000     4309701.87995374     21205000.0     26182199.999999996     20697000.0     21205000.0     22236000.0     23780600.0     26182199.999999996     43782279.99999995     56076000.0
Client5     25201746.83544304     112625000     19104000     9009792.426745387     23064000.0     33404400.0     21459000.0     23064000.0     25717000.0     28355400.0     33404400.0     69654199.99999991     112625000.0
Client6     25710628.691983122     119488000     19012000     8758669.688625723     23563000.0     38018600.0     21805000.0     23563000.0     26218000.0     31102000.0     38018600.0     54199039.999999985     119488000.0
Client7     22638856.540084388     47342000     19893000     4249792.23772262     21279000.0     33038599.99999997     20757000.0     21279000.0     22293000.0     25330600.0     33038599.99999997     41618079.99999994     47342000.0
Client8     22503316.455696203     65427000     19113000     4499291.007094613     21366000.0     27418799.99999999     20784000.0     21366000.0     22339000.0     25174000.0     27418799.99999999     44720759.999999866     65427000.0
Client9     22295295.35864979     45463000     20144000     3413335.5361557296     21212000.0     27826999.999999996     20727000.0     21212000.0     22387000.0     24503200.0     27826999.999999996     39982959.99999996     45463000.0
Client10     23023354.43037975     46995000     20040000     4458397.99814038     21387000.0     34706599.99999999     20804000.0     21387000.0     22601000.0     28047600.0     34706599.99999999     40675119.99999995     46995000.0
Client11     22841856.540084388     62885000     19386000     4317538.063874568     21627000.0     30889799.999999993     20793000.0     21627000.0     22872000.0     26104400.0     30889799.999999993     40517759.99999998     62885000.0
Client12     22637409.282700423     64766000     19521000     4573084.059077705     21256000.0     30235399.999999993     20680000.0     21256000.0     22388000.0     26564600.0     30235399.999999993     37154239.99999998     64766000.0
Client13     25828662.447257385     68280000     19439000     6575098.00250903     24092000.0     37167599.99999999     22350000.0     24092000.0     27036000.0     31240800.0     37167599.99999999     55358399.999999985     68280000.0
Client14     22482966.244725738     48895000     19238000     3705089.5009204634     21332000.0     31784200.0     20758000.0     21332000.0     22229000.0     25522200.0     31784200.0     37655319.999999925     48895000.0
Client15     22556223.628691982     48891000     20214000     3917964.3185545984     21337000.0     30058399.99999999     20748000.0     21337000.0     22216000.0     25314600.0     30058399.99999999     40164479.99999992     48891000.0
Client16     24573168.776371308     65966000     19556000     6002438.611761909     23293000.0     31507200.0     21444000.0     23293000.0     25268000.0     29190600.000000004     31507200.0     57367559.999999985     65966000.0
Client17     24286092.82700422     66665000     19657000     5576684.168218445     22965000.0     30864399.999999993     21330000.0     22965000.0     24969000.0     28559000.000000004     30864399.999999993     52910279.99999994     66665000.0
Client18     25496004.219409283     68993000     19802000     7120992.81674857     23444000.0     38659399.999999985     21786000.0     23444000.0     25973000.0     31067600.000000004     38659399.999999985     57569039.999999985     68993000.0
Client19     22360658.2278481     44206000     18663000     3404582.545533613     21236000.0     29151800.0     20672000.0     21236000.0     22488000.0     25070000.0     29151800.0     39337639.999999925     44206000.0
Client20     25010864.978902955     67582000     20030000     6438789.051203986     23165000.0     37556599.99999999     21871000.0     23165000.0     25218000.0     28870800.0     37556599.99999999     52698120.0     67582000.0
Client21     22743729.957805905     54023000     18902000     4907022.53286529     21175000.0     33561999.99999998     20706000.0     21175000.0     22332000.0     25821600.000000007     33561999.99999998     45263679.99999995     54023000.0
Client22     23646603.375527427     51228000     19572000     3821626.6240515294     22694000.0     29025199.999999993     21511000.0     22694000.0     24702000.0     26938600.0     29025199.999999993     42056639.99999998     51228000.0
Client23     22398151.89873418     51295000     18680000     4034379.6790396776     21199000.0     30073199.999999966     20678000.0     21199000.0     22123000.0     25021800.0     30073199.999999966     41202719.99999998     51295000.0
