0.0     20749000     21858000     27302000     22791000     27656000     21811000     20849000     21615000     22010000     22282000     22657000     21393000     25349000     21576000     21725000     24490000     25764000     23552000     21741000     23609000     22055000     24863000     24564000     21565000     20564000     20369000     23135000     21207000     24307000     22685000     24375000     21487000     21570000     24950000     20579000     21200000     22080000     22886000     24458000     21592000     23354000     25962000     23423000     26494000     22704000     25145000     21185000     21066000     26418000     20846000
1.0     20878000     21389000     32297000     21886000     26507000     19873000     21333000     21039000     24538000     21630000     20679000     20712000     47818000     22040000     21699000     21698000     21737000     20610000     21318000     22619000     22708000     25357000     20910000     24385000     28648000     20288000     23017000     31667000     28585000     24170000     31799000     21318000     23544000     34301000     23166000     24031000     25314000     21915000     21978000     23612000     20542000     28704000     23721000     22746000     21456000     32033000     22452000     21290000     21641000     21232000
2.0     24278000     22630000     22484000     22379000     33031000     20182000     21824000     22663000     23203000     22289000     21930000     21937000     19893000     22382000     21658000     37872000     22427000     26100000     22886000     20737000     21084000     42588000     22579000     22454000     20735000     25143000     23760000     23787000     51667000     22671000     21793000     22183000     24292000     25780000     24037000     22692000     21505000     21798000     30820000     20585000     24653000     35817000     20573000     20342000     22127000     22592000     24025000     21357000     23354000     21489000
3.0     19953000     21113000     27302000     20289000     21459000     20712000     22347000     22935000     24175000     22358000     20967000     21887000     27687000     20825000     21214000     22388000     22708000     21291000     20699000     23943000     20706000     20347000     20430000     22619000     20368000     22111000     24427000     24055000     24828000     23249000     25939000     20510000     20942000     22134000     22343000     20788000     20799000     28651000     84248000     20888000     22596000     24611000     20735000     23801000     20454000     25668000     21761000     21993000     35422000     22052000
4.0     24572000     21604000     27380000     22473000     23026000     26550000     22839000     25279000     20748000     23144000     22777000     21014000     30453000     24268000     25287000     20002000     24540000     24722000     21604000     24235000     20698000     24331000     22905000     20281000     26566000     29849000     26047000     25984000     22329000     23992000     23750000     23456000     23651000     29374000     22587000     21334000     23697000     23047000     26319000     23356000     24797000     26859000     22688000     26981000     21628000     25120000     22320000     22066000     24944000     22016000
5.0     21049000     20809000     28742000     20782000     29020000     23773000     21380000     20938000     21342000     21189000     20906000     21340000     22995000     21059000     21011000     23888000     21982000     26702000     21196000     24434000     20512000     23144000     20687000     23280000     25050000     22314000     29789000     28523000     24828000     21509000     20984000     21913000     21254000     35018000     20295000     21023000     20632000     21430000     24358000     20031000     21151000     23696000     22957000     23874000     22493000     22106000     22266000     21869000     23899000     22440000
6.0     21346000     20803000     23664000     21813000     22607000     46718000     20090000     21299000     23105000     20807000     22149000     21439000     33197000     21826000     22367000     25245000     24771000     26217000     20888000     27013000     21246000     27977000     21249000     25559000     28363000     30226000     23616000     20055000     29522000     31018000     28658000     20742000     21756000     28074000     22090000     21039000     22065000     24238000     51325000     33172000     20566000     33709000     21746000     28308000     20398000     23276000     20700000     22289000     25826000     20740000
7.0     21243000     21064000     33537000     22762000     23904000     25529000     20920000     20482000     20961000     21007000     20509000     21257000     65654000     21250000     20967000     22912000     39218000     27814000     21139000     20870000     21131000     22658000     20880000     28576000     23733000     31381000     22138000     25071000     28182000     38442000     29331000     20999000     20928000     32940000     20944000     21077000     20548000     34310000     38785000     33360000     20986000     22294000     31401000     24364000     21104000     36765000     20762000     22114000     26689000     21092000
8.0     21651000     22079000     24427000     20608000     27883000     36462000     21353000     21366000     21590000     22175000     21250000     20466000     23038000     21880000     22413000     21238000     25188000     38323000     20685000     22828000     22858000     26738000     21159000     19565000     25391000     26411000     31680000     25955000     19761000     20617000     22737000     21340000     23637000     24683000     22061000     20304000     21207000     24656000     24609000     25814000     20375000     23744000     23188000     25259000     21808000     21833000     22124000     20839000     26384000     21700000
9.0     20937000     21380000     24374000     20986000     21478000     30058000     20666000     20931000     20932000     20979000     22106000     20366000     23639000     20916000     21383000     25484000     23543000     27480000     20517000     23154000     21538000     21098000     21328000     23671000     23863000     28099000     25751000     23401000     25107000     22802000     23512000     21623000     20799000     25148000     21750000     20994000     21164000     24141000     53815000     27071000     20879000     20919000     19833000     20947000     20666000     23164000     23266000     22259000     22637000     22688000
