0.0     21464000     21616000     22508000     22100000     20402000     25592000     20161000     24141000     21520000     25317000     28262000     22396000     20276000     20359000     23903000     20156000     21518000     21790000     20806000     19987000     20658000     20953000     20802000     24658000     20425000     21886000     22279000     22171000     20284000     20725000     22485000     21598000     19948000     31610000     20300000     22062000     22339000     21156000     24051000     23349000     20381000     24259000     25003000     35651000     23388000     20359000     20224000     20965000     21531000     20208000
1.0     21285000     30974000     23351000     37842000     26531000     21518000     21535000     28713000     21598000     21091000     24066000     20371000     21158000     32551000     20284000     22683000     21372000     20480000     21587000     25308000     23514000     20213000     35203000     21022000     22449000     24019000     20019000     34978000     20247000     20340000     20927000     31896000     27884000     20253000     20371000     21974000     21949000     22123000     20476000     21489000     20745000     23277000     22814000     20809000     27005000     23100000     20242000     20860000     22008000     20166000
2.0     26153000     23043000     22330000     26100000     20060000     33005000     30667000     25178000     20273000     21364000     27619000     25043000     21518000     21808000     20031000     22970000     20901000     24701000     20601000     22316000     20428000     20999000     21596000     21296000     21509000     23411000     36480000     20302000     20299000     24146000     20312000     35732000     26842000     20784000     22032000     19807000     20935000     22612000     21273000     20731000     21001000     20108000     23302000     27119000     21532000     23866000     20655000     20292000     23575000     20810000
3.0     22064000     22347000     22527000     26791000     22401000     20361000     20671000     54138000     20895000     20528000     20485000     21338000     21402000     21491000     46043000     23162000     20138000     27784000     22276000     20771000     20542000     20066000     23330000     20023000     20266000     21676000     32220000     21374000     20525000     20455000     20167000     20681000     22658000     30657000     22831000     20176000     20709000     20956000     20175000     20524000     20204000     20394000     20715000     22897000     20144000     22210000     20234000     21087000     21392000     21017000
4.0     25562000     23192000     22910000     26927000     27996000     22223000     25401000     20778000     24569000     24481000     26308000     25007000     23231000     32814000     24894000     20879000     22797000     27602000     22627000     20177000     28726000     20951000     24798000     20184000     20244000     24327000     21111000     20761000     23411000     25858000     20163000     20885000     20950000     20164000     23697000     23835000     20176000     26161000     23416000     26732000     20118000     20008000     24259000     23168000     20669000     20185000     29566000     20193000     22116000     22698000
5.0     23726000     21405000     22969000     22141000     27561000     23994000     26421000     21928000     21783000     22993000     23087000     20748000     22580000     27637000     25826000     25744000     22346000     27141000     21677000     19942000     30038000     20800000     52020000     21606000     20432000     25907000     24343000     20262000     21748000     20234000     20389000     36557000     27451000     22226000     50302000     21548000     20690000     26671000     22181000     22754000     20216000     21120000     29908000     21729000     33898000     21954000     22086000     27200000     21263000     22104000
6.0     26155000     25912000     21690000     20199000     22084000     21133000     25815000     22541000     20353000     21960000     21114000     20805000     21207000     39312000     20236000     21568000     20187000     23250000     20606000     21958000     20345000     20396000     20551000     20926000     21237000     23028000     20716000     20333000     21086000     21745000     28576000     20939000     20072000     21746000     28582000     21031000     21415000     31139000     21430000     20350000     22746000     21471000     29788000     21945000     20642000     22347000     26619000     27314000     21086000     20577000
7.0     21087000     21270000     20828000     20261000     20754000     22998000     27128000     23406000     20681000     31209000     20199000     20385000     20200000     22126000     21038000     24021000     20640000     21444000     21010000     21332000     20207000     21617000     24438000     21976000     20437000     20564000     20161000     20280000     22213000     21057000     22421000     20185000     22227000     20523000     21440000     32405000     26877000     22678000     20768000     25936000     21597000     21451000     24389000     21856000     20210000     22695000     20514000     21944000     20329000     21002000
8.0     21257000     20326000     20398000     20560000     20989000     26260000     23519000     20873000     23439000     21407000     20280000     21122000     21200000     26118000     21296000     20270000     20203000     20011000     26208000     24556000     20807000     25178000     21555000     20887000     20339000     24804000     21765000     20920000     19558000     20112000     21159000     21323000     20376000     34078000     21206000     20438000     20939000     20288000     20769000     20117000     20272000     20330000     21329000     21208000     21486000     20642000     20165000     20900000     20519000     20342000
9.0     26305000     21072000     20778000     21700000     24144000     23486000     20237000     21745000     26078000     26538000     21475000     25247000     31743000     29179000     20604000     24811000     20936000     21138000     24907000     20811000     20335000     21187000     20380000     27777000     21867000     25093000     21678000     32517000     21459000     21616000     20825000     45772000     20913000     22179000     22618000     21113000     28592000     23101000     23368000     33116000     20214000     21335000     24167000     22863000     25057000     22189000     40557000     21211000     32943000     22101000
10.0     24859000     26093000     21791000     33256000     20335000     20264000     20290000     31016000     28758000     24445000     20206000     20880000     28056000     25149000     20756000     20273000     21993000     24760000     20233000     21387000     21165000     21290000     21769000     20712000     20346000     21917000     22357000     28910000     22132000     20305000     22261000     42827000     20578000     23286000     22274000     25058000     21760000     21511000     21478000     34369000     20112000     20422000     20717000     20423000     20616000     22022000     24458000     20914000     26716000     27641000
11.0     23083000     23057000     24164000     20325000     22864000     29314000     20376000     20305000     37614000     24286000     19949000     22543000     21256000     28901000     20497000     21858000     19849000     22439000     25195000     23338000     20673000     29399000     20455000     19946000     20112000     20508000     21085000     22269000     22356000     21543000     25235000     21467000     20240000     21340000     20212000     20166000     24463000     25491000     24300000     20079000     21569000     20732000     23460000     21877000     22383000     23625000     20774000     21333000     25818000     22955000
12.0     24905000     20646000     21121000     31088000     22336000     22066000     21438000     21808000     36735000     26363000     23991000     22002000     28582000     23600000     19776000     22932000     20472000     21824000     21839000     23374000     20542000     21041000     21302000     20921000     20405000     20352000     22464000     24962000     22133000     20164000     23756000     24396000     20405000     35633000     21595000     24482000     24880000     21094000     23128000     20305000     20745000     19605000     21889000     38098000     20446000     22037000     29969000     23156000     23435000     21386000
13.0     24121000     26482000     20903000     21607000     39344000     21316000     20380000     20819000     25757000     24370000     43350000     44429000     22202000     22189000     20845000     26140000     22293000     21321000     22215000     43029000     20331000     20191000     22345000     21437000     21892000     21233000     29248000     43563000     42688000     20263000     20345000     20299000     21006000     23119000     77663000     25938000     23001000     21109000     28397000     53103000     29078000     20438000     23588000     23773000     29027000     22016000     28221000     20645000     23653000     23119000
14.0     24721000     21431000     20433000     22689000     21846000     26935000     20200000     22035000     23740000     23613000     24158000     23010000     25422000     26436000     20190000     20764000     21352000     22240000     22102000     20633000     21458000     20932000     23638000     35621000     22959000     21145000     22313000     24903000     44154000     24212000     24004000     20617000     25558000     26019000     24691000     20357000     23433000     20376000     23468000     20330000     20192000     21401000     23896000     23850000     20813000     20466000     22000000     22103000     33565000     24859000
15.0     22003000     24472000     20297000     23823000     29048000     20780000     20310000     20327000     24567000     23286000     29619000     27737000     25897000     21687000     20317000     20410000     20331000     22749000     21992000     25163000     38660000     21928000     19405000     28749000     23188000     22425000     21608000     21113000     27319000     27692000     32048000     22398000     20838000     24199000     31586000     20137000     22264000     20389000     20325000     20985000     20294000     20826000     23252000     24609000     24712000     20228000     24765000     20708000     22231000     20898000
