#id     mean     max     min     std     50th     95th     25th     50th     75th     90th     95th     99th     100th
Client1     20560183.333333332     25050000     18032000     740799.966065214     20351000.0     21957100.0     20232500.0     20351000.0     20614000.0     21318200.0     21957100.0     23801619.999999996     25050000.0
Client2     23266443.333333332     31991000     19611000     2536513.402314725     22969500.0     28013650.000000004     21369250.0     22969500.0     24402000.0     26750600.0     28013650.000000004     31268199.999999996     31991000.0
Client3     20679663.333333332     33821000     19695000     940063.1166694195     20428000.0     21856300.0     20302000.0     20428000.0     20789750.0     21488400.0     21856300.0     22569140.0     33821000.0
Client4     23308473.333333332     32202000     18942000     2508425.812328432     22877000.0     28288550.000000004     21377500.0     22877000.0     24808750.0     26431400.000000004     28288550.000000004     30479399.999999996     32202000.0
Client5     24408953.333333332     70326000     19931000     4538216.682555188     23343500.0     30543350.0     21805250.0     23343500.0     25843000.0     28702900.000000004     30543350.0     35515569.99999998     70326000.0
Client6     20668046.666666668     29470000     19776000     837032.4393289001     20414000.0     22003450.0     20292750.0     20414000.0     20697750.0     21388800.000000004     22003450.0     23973549.999999993     29470000.0
Client7     20734176.666666668     41855000     19720000     1499729.2951692608     20399000.0     22372300.000000004     20288750.0     20399000.0     20611250.0     21577600.0     22372300.000000004     24885819.999999996     41855000.0
Client8     23823333.333333332     35435000     19382000     2931498.7467543324     22993000.0     29011500.0     21617000.0     22993000.0     25596000.0     27991300.0     29011500.0     31236599.99999998     35435000.0
Client9     20699400.0     51094000     19971000     1857876.2373563352     20372000.0     22001600.0     20271250.0     20372000.0     20602250.0     21418800.0     22001600.0     23023459.99999999     51094000.0
Client10     20593583.333333332     23969000     19718000     569972.1072610094     20403000.0     21605100.0     20288750.0     20403000.0     20701500.0     21327400.0     21605100.0     22868109.999999996     23969000.0
Client11     20585206.666666668     36688000     18304000     1109202.7124420896     20386500.0     21624250.0     20251500.0     20386500.0     20601250.0     21235300.0     21624250.0     22990649.999999993     36688000.0
Client12     24638996.666666668     54778000     19098000     4202994.501145054     23745500.0     31325650.000000004     22021250.0     23745500.0     26236250.0     29173300.000000004     31325650.000000004     39003009.99999996     54778000.0
Client13     20681716.666666668     27189000     19901000     706036.3468374383     20430500.0     21933900.0     20297750.0     20430500.0     20760750.0     21491700.000000004     21933900.0     22841849.999999993     27189000.0
Client14     23600220.0     49911000     19295000     3163774.8810980003     22885000.0     28727050.0     21344250.0     22885000.0     25023250.0     27353900.000000004     28727050.0     33013939.999999974     49911000.0
Client15     20572556.666666668     25130000     19588000     538806.7496380827     20410500.0     21588050.0     20307000.0     20410500.0     20641000.0     21130700.0     21588050.0     22622289.999999993     25130000.0
Client16     20840673.333333332     89510000     18025000     4055308.7149178768     20386500.0     21822850.0     20253750.0     20386500.0     20708250.0     21317400.0     21822850.0     25372559.999999996     89510000.0
Client17     23419600.0     108666000     19513000     5606556.959489487     22587000.0     28161800.0     21246500.0     22587000.0     24293250.0     26412300.0     28161800.0     33503709.999999985     108666000.0
Client18     20751193.333333332     34292000     18564000     1345016.5882331051     20397500.0     22041050.000000004     20260250.0     20397500.0     20808000.0     21581000.0     22041050.000000004     26343089.999999974     34292000.0
Client19     20639103.333333332     26572000     19420000     744128.6040209866     20387000.0     21841450.0     20282500.0     20387000.0     20703750.0     21298200.0     21841450.0     23084329.999999993     26572000.0
Client20     24969706.666666668     45633000     19814000     3917298.4024650906     23923000.0     31914600.000000004     22267500.0     23923000.0     26514000.0     29822600.0     31914600.000000004     40108869.99999996     45633000.0
Client21     23193233.333333332     53248000     19528000     3355699.7351107295     22402500.0     27683200.000000004     21176750.0     22402500.0     24282500.0     26488700.0     27683200.000000004     33786709.999999925     53248000.0
Client22     25050703.333333332     41125000     19466000     3804070.4964536196     24198500.0     31753950.0     22157750.0     24198500.0     27161250.0     29573400.000000004     31753950.0     38268170.0     41125000.0
Client23     25132526.666666668     81463000     19317000     4998648.222865413     24345000.0     31971400.0     22177500.0     24345000.0     26829250.0     29960800.0     31971400.0     40206059.99999999     81463000.0
Client24     23478873.333333332     50585000     19347000     2966967.144625786     23017500.0     28517200.000000007     21507500.0     23017500.0     24601500.0     26588000.000000007     28517200.000000007     31126569.999999985     50585000.0
Client25     20614966.666666668     34586000     19999000     922718.4721727906     20390500.0     21507200.0     20299750.0     20390500.0     20662000.0     21227100.0     21507200.0     22058889.999999996     34586000.0
Client26     23545286.666666668     58225000     19375000     3742759.634880243     22780500.0     29374150.0     21256250.0     22780500.0     24531250.0     27308200.0     29374150.0     33633099.99999998     58225000.0
Client27     20549756.666666668     23759000     18439000     601825.4321552794     20379500.0     21896400.0     20246750.0     20379500.0     20628000.0     21267400.0     21896400.0     22813960.0     23759000.0
Client28     20569456.666666668     28789000     19476000     680181.2122188878     20412500.0     21528450.0     20275000.0     20412500.0     20628750.0     21174200.0     21528450.0     22363300.0     28789000.0
Client29     23788780.0     34550000     19835000     2975062.960387001     23106500.0     29954200.000000004     21469500.0     23106500.0     25580500.0     27862500.0     29954200.000000004     32806490.0     34550000.0
Client30     20701190.0     34251000     18607000     1133098.030725203     20384500.0     22373850.000000004     20264750.0     20384500.0     20741250.0     21553000.0     22373850.000000004     24086549.999999996     34251000.0
Client31     23096683.333333332     34244000     19917000     2402979.051730488     22732000.0     27450800.0     21333750.0     22732000.0     24240250.0     26276200.0     27450800.0     30943509.999999996     34244000.0
Client32     24349016.666666668     235130000     19808000     12483256.005134327     23203500.0     28686400.0     21604000.0     23203500.0     25138250.0     27452400.000000004     28686400.0     31595689.999999996     235130000.0
Client33     20666446.666666668     27549000     18355000     867335.3756317232     20393500.0     22242500.0     20279250.0     20393500.0     20813250.0     21579200.0     22242500.0     23954409.999999993     27549000.0
Client34     20585750.0     29489000     18174000     851688.9656245798     20409000.0     21718650.000000004     20261750.0     20409000.0     20684750.0     21217500.000000004     21718650.000000004     22530849.99999998     29489000.0
Client35     20614736.666666668     35523000     17915000     1119660.0230972893     20374000.0     21738800.0     20260750.0     20374000.0     20665250.0     21279400.0     21738800.0     23606879.999999996     35523000.0
Client36     20521596.666666668     30089000     18174000     783922.4540660185     20365500.0     21589700.0     20231500.0     20365500.0     20534500.0     21244500.0     21589700.0     22492139.999999993     30089000.0
Client37     23907356.666666668     57933000     19473000     3589264.5833729724     23213500.0     29513400.0     21786000.0     23213500.0     25032500.0     27881400.0     29513400.0     35562549.99999999     57933000.0
Client38     23196070.0     40368000     19298000     2955224.601464329     22586500.0     28103600.000000004     21249250.0     22586500.0     24238750.0     26372900.0     28103600.000000004     34348029.99999998     40368000.0
Client39     23227993.333333332     62190000     19673000     3314165.9875885653     22624500.0     27898800.0     21290000.0     22624500.0     24261250.0     26242400.000000004     27898800.0     33234379.999999993     62190000.0
Client40     23184603.333333332     35087000     19873000     2681499.8351648073     22641500.0     28381100.0     21204500.0     22641500.0     24355750.0     26914200.000000004     28381100.0     31325739.999999993     35087000.0
Client41     23730403.333333332     51435000     19085000     3171432.30533496     23125000.0     28984000.000000004     21676750.0     23125000.0     25106750.0     27503400.000000004     28984000.000000004     32804480.0     51435000.0
Client42     23545310.0     62372000     18991000     3475237.8538118317     22909000.0     28505600.0     21457000.0     22909000.0     24978500.0     26653900.0     28505600.0     32361599.999999985     62372000.0
Client43     20633476.666666668     25355000     19441000     707255.2647068492     20382500.0     21921400.0     20285750.0     20382500.0     20653250.0     21413700.0     21921400.0     23240049.999999993     25355000.0
Client44     23457480.0     40012000     19335000     2910211.258585878     22821500.0     28752550.0     21342250.0     22821500.0     24905250.0     27125100.000000007     28752550.0     32283769.99999997     40012000.0
Client45     20684556.666666668     38484000     19871000     1441174.9049955348     20387500.0     21877450.0     20279750.0     20387500.0     20590750.0     21236700.0     21877450.0     23389499.999999996     38484000.0
Client46     20670180.0     53387000     18445000     1999797.6316617639     20375500.0     21799650.0     20261250.0     20375500.0     20665500.0     21400200.0     21799650.0     23042759.999999996     53387000.0
Client47     20606893.333333332     25063000     19616000     612085.5021608955     20391500.0     21759600.000000004     20295500.0     20391500.0     20722250.0     21205500.000000004     21759600.000000004     23356670.0     25063000.0
Client48     24130523.333333332     37277000     19585000     3107489.8191502127     23460500.0     29967200.000000004     21860500.0     23460500.0     25932500.0     28425500.000000004     29967200.000000004     33142059.999999993     37277000.0
Client49     20558216.666666668     27790000     19842000     686210.2372613092     20387000.0     21478350.0     20276000.0     20387000.0     20581250.0     21107400.0     21478350.0     22546250.0     27790000.0
Client50     23529673.333333332     96496000     18699000     5593749.32342243     22597000.0     27834850.000000007     21255500.0     22597000.0     24484000.0     26988200.0     27834850.000000007     33282409.999999966     96496000.0
