0.0     51170000     20490000     33155000     86313000     30124000     28962000     31098000     35119000     21405000     25081000     76536000     20007000     109073000     29042000     41927000     35107000     40636000     63390000     39636000     21041000     20945000     32464000     68749000     72591000     23481000     96381000     64939000     32652000     69775000     20075000     40306000     77804000     138567000     42321000     20130000     35379000     37254000     20554000     20110000     40553000     22943000     37753000     465478000     45940000     139287000     24463000     84434000     38749000     24555000     28564000     33377000     42638000     30141000     27885000     80608000     24993000     20273000     45357000     77431000     27811000     84744000     44349000     22967000     37441000     32801000     31579000     24572000     20116000     24166000     218545000     50012000     33025000     24687000     268659000     46397000     38052000     23319000     28451000     21067000     20051000     23819000     28876000     20978000     63571000     94746000     42347000     49422000     20085000     24768000     38113000     96897000     127366000     24529000     30630000     34165000     20197000     26120000     20566000     35783000     27815000
1.0     207700000     80583000     55841000     115547000     48669000     83445000     44134000     38098000     32247000     27494000     88084000     20092000     20173000     22403000     31179000     47979000     22589000     63311000     67908000     21576000     22600000     65472000     20178000     21453000     28898000     115415000     22464000     22080000     20106000     58433000     50734000     78123000     39368000     38003000     24279000     27802000     198533000     57349000     26404000     49669000     154604000     47983000     44983000     242725000     20887000     22539000     39055000     65031000     145267000     23595000     25139000     28224000     36016000     123656000     34193000     70957000     61375000     20141000     24507000     63087000     166679000     52379000     20576000     21433000     224543000     59950000     27175000     171271000     65807000     41662000     43617000     86528000     40578000     64359000     31452000     35197000     400477000     40360000     26423000     96785000     154587000     68827000     40900000     136150000     20030000     20131000     21903000     88610000     23011000     213283000     39306000     160322000     217552000     24514000     33518000     55297000     48868000     90848000     127347000     20078000
2.0     71892000     102695000     23185000     20012000     58579000     250038000     75355000     113783000     143743000     34116000     57224000     20338000     31024000     76271000     38582000     331217000     37063000     40112000     22720000     20119000     75086000     20086000     50190000     25111000     27705000     23013000     32040000     34109000     203109000     34520000     50991000     50311000     136196000     107977000     26962000     50291000     20198000     66663000     24080000     35056000     92628000     24759000     105391000     295634000     49453000     75216000     493360000     47727000     20731000     128067000     176900000     24169000     92223000     39761000     109367000     91110000     38965000     22636000     330573000     39801000     20212000     20330000     20719000     25409000     74079000     115593000     41130000     29392000     47800000     759235000     20337000     21567000     29852000     34086000     49362000     165158000     20228000     68381000     111310000     37464000     45388000     29689000     25022000     67448000     87312000     20999000     22274000     23578000     41744000     23166000     106992000     26767000     23121000     55668000     20120000     28891000     35423000     43049000     25760000     24443000
3.0     21231000     51596000     34966000     98929000     25119000     22450000     197282000     91135000     29354000     24544000     69494000     20389000     61680000     59004000     21685000     94606000     26018000     64223000     30522000     27127000     20294000     77341000     108005000     31501000     89319000     29673000     49970000     32877000     20353000     43237000     20199000     26267000     96007000     36694000     20046000     22632000     22935000     48749000     32292000     31647000     50095000     25135000     295920000     71131000     21816000     97210000     39475000     21043000     59213000     240470000     23043000     21181000     24866000     20334000     20063000     711935000     32424000     24456000     26029000     20481000     31753000     35791000     49977000     24330000     120509000     49099000     27176000     93492000     29912000     93571000     20073000     20661000     64932000     94307000     24209000     24322000     146908000     23777000     63595000     28663000     127997000     27048000     23417000     20115000     147838000     40046000     31489000     20102000     35953000     62239000     77160000     139087000     25165000     37320000     66291000     71127000     22177000     26568000     26528000     33142000
4.0     24397000     61322000     39608000     21511000     21115000     22873000     84288000     20363000     81244000     23605000     29270000     34546000     20108000     41072000     46793000     20668000     30859000     64560000     27142000     73340000     31921000     20096000     27297000     32408000     82129000     27529000     22419000     34644000     99752000     37454000     41087000     120398000     20163000     56533000     81759000     78520000     29947000     47305000     24762000     31817000     29950000     44875000     122787000     46133000     50254000     20667000     37483000     45711000     32933000     32218000     44076000     54518000     39935000     31839000     155790000     33397000     56990000     60534000     193394000     22920000     45367000     32870000     65255000     31110000     48611000     44878000     171463000     28192000     26860000     25271000     123264000     20737000     33092000     42241000     37336000     32706000     20083000     22417000     36038000     20134000     243782000     55456000     27208000     89412000     22028000     48965000     23176000     31072000     23704000     118082000     71605000     49000000     51117000     64556000     33425000     75173000     78836000     24868000     24809000     150032000
5.0     68030000     66721000     23422000     34909000     62362000     35812000     21749000     31507000     26733000     40416000     23722000     108749000     59077000     32130000     34486000     97418000     30351000     20065000     22035000     31267000     22712000     46069000     24723000     32607000     20354000     50896000     23919000     32640000     275531000     30235000     60353000     20077000     59723000     26009000     20000000     34572000     34577000     263412000     20173000     49599000     26874000     25046000     53760000     193611000     21277000     36460000     82284000     31751000     40101000     32146000     43442000     36494000     20095000     20190000     115495000     25035000     43475000     22743000     85906000     35469000     31601000     94509000     49007000     40069000     27692000     22521000     58079000     35103000     27091000     20649000     50250000     34616000     45348000     210211000     83982000     28341000     49485000     49538000     29903000     43955000     70538000     20020000     29781000     28718000     80733000     30455000     80241000     20110000     59059000     33113000     62540000     46863000     41813000     22702000     34966000     72964000     49339000     20413000     315936000     75719000
6.0     76377000     82909000     61436000     55819000     42341000     55122000     21678000     106573000     36656000     26732000     135542000     22922000     49293000     43407000     34128000     81418000     36922000     33816000     20023000     48405000     20127000     23451000     86831000     143868000     40050000     31957000     47292000     21754000     73846000     29104000     21517000     66432000     36730000     20258000     23437000     35737000     117458000     72733000     90080000     62442000     20243000     39147000     36492000     26405000     32701000     20037000     20725000     34700000     24771000     38299000     37286000     42036000     20047000     65376000     20037000     152701000     21288000     20192000     22643000     118907000     46224000     21434000     90046000     41092000     114402000     20593000     21180000     34766000     1288592000     28368000     66927000     149514000     25125000     46761000     43075000     35975000     148680000     22013000     24127000     28534000     20258000     28288000     31718000     57138000     69201000     23108000     44847000     45729000     20018000     72743000     72882000     20233000     55725000     69790000     20110000     36328000     202562000     128377000     37478000     60804000
7.0     90618000     292470000     83975000     303944000     29006000     31575000     144948000     48675000     63697000     188127000     21474000     28453000     38586000     20094000     20404000     32910000     25448000     44969000     30071000     21436000     34791000     26136000     30588000     20772000     276280000     30324000     20593000     20019000     64744000     35482000     20586000     20909000     86158000     24006000     21550000     25489000     55139000     22487000     40796000     37968000     109471000     59730000     40274000     182917000     72675000     96996000     39135000     25181000     33736000     26921000     99762000     25289000     100472000     85631000     217796000     32960000     20613000     24092000     28399000     57300000     20093000     63097000     23253000     46681000     52855000     87899000     35735000     20074000     133847000     49036000     23367000     45643000     36792000     344370000     34220000     20116000     83321000     22063000     78933000     39267000     20051000     27835000     25785000     36216000     22243000     38932000     21129000     21972000     41644000     48360000     94193000     103033000     31882000     73502000     42935000     74946000     21413000     20307000     25405000     40233000
8.0     251812000     182357000     46536000     27096000     108726000     21898000     20937000     150025000     23019000     315842000     97289000     28205000     70288000     43621000     46150000     23419000     46654000     79357000     20185000     46675000     31587000     20238000     297626000     48452000     97896000     108783000     32890000     54658000     53117000     45508000     103286000     35664000     63702000     36932000     200681000     40447000     61148000     42598000     23951000     51865000     20062000     66251000     97327000     117544000     41162000     25287000     20123000     28981000     35915000     34255000     20205000     36169000     124782000     32637000     42519000     42427000     52013000     24000000     69720000     54188000     56937000     40322000     52156000     93328000     128315000     35359000     24889000     59246000     213034000     62187000     20118000     21372000     38868000     146054000     78752000     29779000     37811000     40090000     48738000     20278000     95467000     71574000     20626000     25933000     65107000     34611000     23452000     20290000     21452000     22220000     38398000     31964000     61544000     83138000     214961000     83439000     36393000     20642000     20064000     20251000
9.0     70094000     21938000     42639000     46928000     20023000     27432000     40239000     25177000     20248000     187361000     41647000     390579000     43939000     41732000     43153000     20472000     32244000     55030000     62846000     34479000     21960000     73841000     29880000     23728000     32850000     337182000     20179000     46378000     51805000     36391000     25039000     30806000     39187000     20123000     83680000     47037000     24184000     20806000     32612000     20630000     156794000     22251000     48115000     53978000     20353000     38874000     54700000     88677000     66164000     36128000     109610000     33724000     62418000     24790000     26605000     24073000     37663000     20222000     53279000     82158000     28190000     20314000     27836000     29750000     50766000     40094000     52363000     20005000     29330000     86397000     50459000     34601000     45284000     20120000     38477000     64049000     21112000     22249000     67600000     31211000     20002000     50049000     53541000     28062000     28474000     26695000     32955000     24190000     45132000     670595000     20669000     26990000     38345000     50678000     20778000     43987000     21199000     25409000     35574000     29462000
